,FACILITY_ID,BUSINESS_NAME,ADDR,CITY,CAT_1,CAT_2,SUBCAT_1,SUBCAT_2,SUBCAT_3,INFRACTION_TYPE,RESULT,INFRACTION_TOTAL,INSPECTION_DATE,REQUIRE_REINSPECTION,CERTIFIED_FOOD_HANDLER,INSPECTION_TYPE
7022,04244ACF-BA14-4540-A6AB-7D9212D024EA,SJFM-GERBER MEATS,878 WEBER ST N,WOOLWICH,Food, General,Butcher Shop,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-06-08,N,No,Compliance Inspection
7023,04244ACF-BA14-4540-A6AB-7D9212D024EA,SJFM-GERBER MEATS,878 WEBER ST N,WOOLWICH,Food, General,Butcher Shop,,,NON-CRITICAL,Not in Compliance,2.0,2016-04-14,N,Yes,Compliance Inspection
7024,04244ACF-BA14-4540-A6AB-7D9212D024EA,SJFM-GERBER MEATS,878 WEBER ST N,WOOLWICH,Food, General,Butcher Shop,,,CRITICAL,Corrected During Inspection,1.0,2016-10-20,N,Yes,Compliance Inspection
7025,04244ACF-BA14-4540-A6AB-7D9212D024EA,SJFM-GERBER MEATS,878 WEBER ST N,WOOLWICH,Food, General,Butcher Shop,,,NON-CRITICAL,Not in Compliance,1.0,2016-10-20,N,Yes,Compliance Inspection
7026,04244ACF-BA14-4540-A6AB-7D9212D024EA,SJFM-GERBER MEATS,878 WEBER ST N,WOOLWICH,Food, General,Butcher Shop,,,NON-CRITICAL,Corrected During Inspection,1.0,2015-09-10,N,Yes,Compliance Inspection
7027,7640F421-CA3C-43DC-9D2D-7DA0798B1486,SHOPPERS DRUG MART,950 FRANKLIN BLVD,CAMBRIDGE,Food, General,Food store convenience , Variety,,CRITICAL,Not in Compliance,1.0,2016-01-14,N,No,Compliance Inspection
7028,7640F421-CA3C-43DC-9D2D-7DA0798B1486,SHOPPERS DRUG MART,950 FRANKLIN BLVD,CAMBRIDGE,Food, General,Food store convenience , Variety,,,,,2017-02-10,N,No,Compliance Inspection
7029,B332BEDB-BA76-43C9-871D-7DB40951553D,SJFM-THAMES RIVER MELON,878 WEBER ST N,WOOLWICH,Food, General,Produce Vendor,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-06-08,N,No,Compliance Inspection
7030,B332BEDB-BA76-43C9-871D-7DB40951553D,SJFM-THAMES RIVER MELON,878 WEBER ST N,WOOLWICH,Food, General,Produce Vendor,,,CRITICAL,Corrected During Inspection,1.0,2016-07-19,N,No,Compliance Inspection
7031,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,5.0,2016-06-28,N,No,Compliance Inspection
7032,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,CRITICAL,Not in Compliance,1.0,2016-06-28,N,No,Compliance Inspection
7033,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,3.0,2015-11-27,N,No,Compliance Inspection
7034,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-10-07,N,No,Compliance Inspection
7035,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,CRITICAL,Not in Compliance,1.0,2016-10-07,N,No,Compliance Inspection
7036,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,5.0,2016-10-07,N,No,Compliance Inspection
7037,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,1.0,2016-06-30,N,No,Re-inspection
7038,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,CRITICAL,Corrected During Inspection,2.0,2016-02-11,N,No,Compliance Inspection
7039,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,2.0,2016-02-11,N,No,Compliance Inspection
7040,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,4.0,2017-01-25,N,Yes,Compliance Inspection
7041,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Not in Compliance,2.0,2016-10-25,N,No,Re-inspection
7042,FEE5D40D-020D-4371-9979-7DCA6F8D88E9,"CANADIAN PIZZA, HOUSE OF PIZZA AND WINGS",315 LINCOLN RD,WATERLOO,Food, General,Food Take Out,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-10-25,N,No,Re-inspection
7043,B9FAB476-304F-41F2-8DBD-7DEE91C22E6A,TASTE OF PHILLY CHEESESTEAK,98 KING ST W,KITCHENER,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-04-28,N,No,Compliance Inspection
7044,B9FAB476-304F-41F2-8DBD-7DEE91C22E6A,TASTE OF PHILLY CHEESESTEAK,98 KING ST W,KITCHENER,Food, General,Restaurant,,,,,,2015-11-06,N,No,Compliance Inspection
7045,B9FAB476-304F-41F2-8DBD-7DEE91C22E6A,TASTE OF PHILLY CHEESESTEAK,98 KING ST W,KITCHENER,Food, General,Restaurant,,,,,,2016-12-14,N,No,Compliance Inspection
7046,B9FAB476-304F-41F2-8DBD-7DEE91C22E6A,TASTE OF PHILLY CHEESESTEAK,98 KING ST W,KITCHENER,Food, General,Restaurant,,,,,,2017-05-19,N,No,Compliance Inspection
7047,50A6FC16-5B8E-4C50-B5A7-7DF4DC4991A6,ZEHRS MARKET,400 CONESTOGA BLVD,CAMBRIDGE,Food, General,Supermarket,,,NON-CRITICAL,Not in Compliance,3.0,2016-08-09,N,Yes,Compliance Inspection
7048,50A6FC16-5B8E-4C50-B5A7-7DF4DC4991A6,ZEHRS MARKET,400 CONESTOGA BLVD,CAMBRIDGE,Food, General,Supermarket,,,NON-CRITICAL,Not in Compliance,4.0,2016-02-05,N,Yes,Compliance Inspection
7049,50A6FC16-5B8E-4C50-B5A7-7DF4DC4991A6,ZEHRS MARKET,400 CONESTOGA BLVD,CAMBRIDGE,Food, General,Supermarket,,,CRITICAL,Corrected During Inspection,2.0,2016-02-05,N,Yes,Compliance Inspection
7050,50A6FC16-5B8E-4C50-B5A7-7DF4DC4991A6,ZEHRS MARKET,400 CONESTOGA BLVD,CAMBRIDGE,Food, General,Supermarket,,,NON-CRITICAL,Not in Compliance,1.0,2017-04-20,N,Yes,Compliance Inspection
7051,50A6FC16-5B8E-4C50-B5A7-7DF4DC4991A6,ZEHRS MARKET,400 CONESTOGA BLVD,CAMBRIDGE,Food, General,Supermarket,,,NON-CRITICAL,Corrected During Inspection,2.0,2017-04-20,N,Yes,Compliance Inspection
7052,3E20770B-DB26-45A3-80D4-7E2D5E2BE894,NURI VILLAGE,11 - 170 UNIVERSITY AVE W,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-03-30,N,Yes,Compliance Inspection
7053,3E20770B-DB26-45A3-80D4-7E2D5E2BE894,NURI VILLAGE,11 - 170 UNIVERSITY AVE W,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-01-22,N,Yes,Compliance Inspection
7054,3E20770B-DB26-45A3-80D4-7E2D5E2BE894,NURI VILLAGE,11 - 170 UNIVERSITY AVE W,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2015-12-07,N,Yes,Compliance Inspection
7055,3E20770B-DB26-45A3-80D4-7E2D5E2BE894,NURI VILLAGE,11 - 170 UNIVERSITY AVE W,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-08-10,N,Yes,Compliance Inspection
7056,3E20770B-DB26-45A3-80D4-7E2D5E2BE894,NURI VILLAGE,11 - 170 UNIVERSITY AVE W,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-08-10,N,Yes,Compliance Inspection
7057,3E20770B-DB26-45A3-80D4-7E2D5E2BE894,NURI VILLAGE,11 - 170 UNIVERSITY AVE W,WATERLOO,Food, General,Restaurant,,,,,,2016-12-16,N,Yes,Compliance Inspection
7058,3E20770B-DB26-45A3-80D4-7E2D5E2BE894,NURI VILLAGE,11 - 170 UNIVERSITY AVE W,WATERLOO,Food, General,Restaurant,,,,,,2017-08-02,N,Yes,Compliance Inspection
7059,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-04-25,N,No,Re-inspection
7060,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-11-23,N,No,Re-inspection
7061,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2017-08-17,N,No,Compliance Inspection
7062,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-08-17,N,No,Compliance Inspection
7063,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-08-17,N,No,Compliance Inspection
7064,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,7.0,2017-03-27,N,Yes,Compliance Inspection
7065,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-03-27,N,Yes,Compliance Inspection
7066,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2016-08-04,N,Yes,Compliance Inspection
7067,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-04-15,Y,Yes,Compliance Inspection
7068,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-04-15,Y,Yes,Compliance Inspection
7069,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2015-12-07,N,Yes,Compliance Inspection
7070,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2016-11-22,N,No,Compliance Inspection
7071,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,3.0,2016-11-22,N,No,Compliance Inspection
7072,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Not in Compliance,3.0,2016-11-22,N,No,Compliance Inspection
7073,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-11-22,N,No,Compliance Inspection
7074,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,,,,2017-08-17,N,No,Compliance Inspection
7075,72CF63FB-01AC-403E-8CA5-7E801873ADD6,CAFE 13 MAIN ST GRILL ,13 MAIN ST,CAMBRIDGE,Food, General,Restaurant,,,,,,2016-08-17,N,No,Re-inspection
7076,F11D470A-C572-47FF-9DEA-7E89DF52CB08,TRINITY VILLAGE STUDIOS,2711 KINGSWAY DR,KITCHENER,Food, Institutional,Retirement Home,,,CRITICAL,Not in Compliance,1.0,2017-08-02,N,Yes,Compliance Inspection
7077,F11D470A-C572-47FF-9DEA-7E89DF52CB08,TRINITY VILLAGE STUDIOS,2711 KINGSWAY DR,KITCHENER,Food, Institutional,Retirement Home,,,,,,2016-03-29,N,Yes,Compliance Inspection
7078,F11D470A-C572-47FF-9DEA-7E89DF52CB08,TRINITY VILLAGE STUDIOS,2711 KINGSWAY DR,KITCHENER,Food, Institutional,Retirement Home,,,,,,2016-11-15,N,Yes,Compliance Inspection
7079,F11D470A-C572-47FF-9DEA-7E89DF52CB08,TRINITY VILLAGE STUDIOS,2711 KINGSWAY DR,KITCHENER,Food, Institutional,Retirement Home,,,,,,2015-11-19,N,Yes,Compliance Inspection
7080,F11D470A-C572-47FF-9DEA-7E89DF52CB08,TRINITY VILLAGE STUDIOS,2711 KINGSWAY DR,KITCHENER,Food, Institutional,Retirement Home,,,,,,2016-07-12,N,Yes,Compliance Inspection
7081,F11D470A-C572-47FF-9DEA-7E89DF52CB08,TRINITY VILLAGE STUDIOS,2711 KINGSWAY DR,KITCHENER,Food, Institutional,Retirement Home,,,,,,2017-02-24,N,Yes,Compliance Inspection
7082,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2017-02-16,Y,Yes,Compliance Inspection
7083,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-02-16,Y,Yes,Compliance Inspection
7084,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2017-02-16,Y,Yes,Compliance Inspection
7085,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-02-16,Y,Yes,Compliance Inspection
7086,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-09-21,N,Yes,Re-inspection
7087,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-09-21,N,Yes,Re-inspection
7088,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-09-21,N,Yes,Re-inspection
7089,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,2.0,2016-02-24,N,Yes,Compliance Inspection
7090,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-02-24,N,Yes,Compliance Inspection
7091,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-02-24,N,Yes,Compliance Inspection
7092,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-02-24,N,Yes,Compliance Inspection
7093,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2016-09-13,Y,Yes,Compliance Inspection
7094,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-09-13,Y,Yes,Compliance Inspection
7095,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-09-13,Y,Yes,Compliance Inspection
7096,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2017-06-27,Y,No,Compliance Inspection
7097,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-06-27,Y,No,Compliance Inspection
7098,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-06-30,N,No,Re-inspection
7099,4A830A0A-AB7F-4D1B-95C7-7ED1AC61F79E,FAMOSO NEAPOLITAN PIZZERIA,4 - 15 KING ST S,WATERLOO,Food, General,Restaurant,,,,,,2017-02-21,N,Yes,Re-inspection
7100,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2017-07-10,N,Yes,Compliance Inspection
7101,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2017-07-10,N,Yes,Compliance Inspection
7102,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2016-09-26,Y,Yes,Compliance Inspection
7103,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2016-09-26,Y,Yes,Compliance Inspection
7104,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Not in Compliance,1.0,2016-09-26,Y,Yes,Compliance Inspection
7105,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2015-09-21,Y,Yes,Compliance Inspection
7106,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2015-09-21,Y,Yes,Compliance Inspection
7107,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,2.0,2016-01-11,N,Yes,Compliance Inspection
7108,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,2.0,2017-01-10,N,Yes,Compliance Inspection
7109,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Corrected During Inspection,1.0,2017-01-10,N,Yes,Compliance Inspection
7110,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-01-10,N,Yes,Compliance Inspection
7111,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,CRITICAL,Corrected During Inspection,1.0,2017-01-11,N,Yes,Re-inspection
7112,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,1.0,2017-01-11,N,Yes,Re-inspection
7113,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,NON-CRITICAL,Not in Compliance,3.0,2016-05-16,Y,Yes,Compliance Inspection
7114,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2017-01-17,N,No,Re-inspection
7115,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2015-10-05,N,No,Re-inspection
7116,326C27EC-4A20-4200-986F-7EDB89EDFCC6,ANGEL'S DINER,1 - 560 HESPELER RD,CAMBRIDGE,Food, General,Restaurant,,,,,,2016-05-27,N,Yes,Re-inspection
7117,2B6CC5F9-1D98-41A6-AA25-7EEBF8BEC7C8,WESTVALE CHILD CARE CENTRE,265 WESTVALE DR,WATERLOO,Food, Institutional,Child Care Onsite Prep.,Recreational Camp,Co-op,NON-CRITICAL,Not in Compliance,1.0,2015-09-25,N,Yes,Compliance Inspection
7118,2B6CC5F9-1D98-41A6-AA25-7EEBF8BEC7C8,WESTVALE CHILD CARE CENTRE,265 WESTVALE DR,WATERLOO,Food, Institutional,Child Care Onsite Prep.,Recreational Camp,Co-op,,,,2017-01-06,N,Yes,Compliance Inspection
7119,2B6CC5F9-1D98-41A6-AA25-7EEBF8BEC7C8,WESTVALE CHILD CARE CENTRE,265 WESTVALE DR,WATERLOO,Food, Institutional,Child Care Onsite Prep.,Recreational Camp,Co-op,,,,2016-01-28,N,Yes,Compliance Inspection
7120,2B6CC5F9-1D98-41A6-AA25-7EEBF8BEC7C8,WESTVALE CHILD CARE CENTRE,265 WESTVALE DR,WATERLOO,Food, Institutional,Child Care Onsite Prep.,Recreational Camp,Co-op,,,,2017-07-21,N,No,Compliance Inspection
7121,2B6CC5F9-1D98-41A6-AA25-7EEBF8BEC7C8,WESTVALE CHILD CARE CENTRE,265 WESTVALE DR,WATERLOO,Food, Institutional,Child Care Onsite Prep.,Recreational Camp,Co-op,,,,2016-07-20,N,No,Compliance Inspection
7122,2B6CC5F9-1D98-41A6-AA25-7EEBF8BEC7C8,WESTVALE CHILD CARE CENTRE,265 WESTVALE DR,WATERLOO,Food, Institutional,Child Care Onsite Prep.,Recreational Camp,Co-op,,,,2016-10-06,N,Yes,Compliance Inspection
7123,24C8882D-293E-4DFB-AF3D-7EED8B4D1F06,LOLA PIZZA,10 WATER ST S,CAMBRIDGE,Food, General,Food Take Out,,,CRITICAL,Not in Compliance,1.0,2017-08-24,N,Yes,Compliance Inspection
7124,24C8882D-293E-4DFB-AF3D-7EED8B4D1F06,LOLA PIZZA,10 WATER ST S,CAMBRIDGE,Food, General,Food Take Out,,,NON-CRITICAL,Corrected During Inspection,1.0,2016-02-11,N,Yes,Compliance Inspection
7125,24C8882D-293E-4DFB-AF3D-7EED8B4D1F06,LOLA PIZZA,10 WATER ST S,CAMBRIDGE,Food, General,Food Take Out,,,,,,2016-09-14,N,Yes,Compliance Inspection
7126,24C8882D-293E-4DFB-AF3D-7EED8B4D1F06,LOLA PIZZA,10 WATER ST S,CAMBRIDGE,Food, General,Food Take Out,,,,,,2017-02-09,N,Yes,Compliance Inspection
7127,24C8882D-293E-4DFB-AF3D-7EED8B4D1F06,LOLA PIZZA,10 WATER ST S,CAMBRIDGE,Food, General,Food Take Out,,,,,,2015-09-02,N,Yes,Compliance Inspection
7128,27E97942-408C-4D6F-9A8F-7EEDF19D2347,ZEHRS MARKET,750 OTTAWA ST S,KITCHENER,Food, General,Supermarket,,,NON-CRITICAL,Not in Compliance,3.0,2017-05-08,N,Yes,Compliance Inspection
7129,27E97942-408C-4D6F-9A8F-7EEDF19D2347,ZEHRS MARKET,750 OTTAWA ST S,KITCHENER,Food, General,Supermarket,,,NON-CRITICAL,Not in Compliance,2.0,2016-09-15,N,Yes,Compliance Inspection
7130,27E97942-408C-4D6F-9A8F-7EEDF19D2347,ZEHRS MARKET,750 OTTAWA ST S,KITCHENER,Food, General,Supermarket,,,,,,2016-02-17,N,Yes,Compliance Inspection
7131,9EF1E2C5-6B35-4442-89AA-7EF8EDD8C0D6,HAVEN HOUSE,10 ACORN WAY,CAMBRIDGE,Food, Institutional,Group , Lodging Home (>9),,NON-CRITICAL,Not in Compliance,1.0,2016-12-12,N,Yes,Compliance Inspection
7132,9EF1E2C5-6B35-4442-89AA-7EF8EDD8C0D6,HAVEN HOUSE,10 ACORN WAY,CAMBRIDGE,Food, Institutional,Group , Lodging Home (>9),,CRITICAL,Corrected During Inspection,1.0,2016-12-12,N,Yes,Compliance Inspection
